Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,1/3,A-xAG,Ast,Att,Att.1,Att.2,Att.3,Cmp,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Cmp.1,Cmp.2,Cmp.3,CrsPA,KP,PPA,PrgDist,PrgP,TotDist,xA,xAG,Att 3rd,Att Pen,CPA,Carries,Def 3rd,Def Pen,Dis,Live,Mid 3rd,Mis,PrgC,PrgR,Rec,Succ,Succ%,Tkld,Tkld%,Touches,Blocks,Clr,Err,Int,Lost,Pass,Tkl,Tkl%,Tkl+Int,Tkl.1,TklW,Club
Davide Bartesaghi,it ITA,"DF,MF",17.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,1.0,0.0,0,35.0,11.0,16.0,6.0,28.0,80.0,90.9,93.8,50.0,10.0,15.0,3.0,0.0,0.0,0.0,221.0,3.0,493.0,0.0,0.0,8.0,0.0,0.0,23.0,25.0,8.0,2.0,51.0,18.0,1.0,1.0,4.0,29.0,0.0,0.0,1.0,100.0,51.0,1.0,7.0,0.0,0,2.0,0.0,2.0,50.0,2.0,2.0,0,AC Milan
Davide Calabria,it ITA,DF,26.0,24.3,1,21,8,38.1,0.86,0.33,0.05,0.13,18.3,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,104.0,1.8,3,1541.0,661.0,690.0,151.0,1320.0,85.7,90.9,88.7,58.9,601.0,612.0,89.0,12.0,12.0,23.0,6489.0,140.0,22285.0,1.6,1.2,325.0,26.0,2.0,932.0,512.0,74.0,9.0,1784.0,953.0,19.0,31.0,66.0,1135.0,6.0,30.0,14.0,70.0,1784.0,26.0,49.0,1.0,24,28.0,19.0,70.0,61.1,94.0,44.0,38,AC Milan
Fikayo Tomori,eng ENG,DF,25.0,23.6,4,17,7,41.2,0.72,0.3,0.24,0.57,9.9,0.0,0,0,3.7,3.7,0.22,0.3,0.3,Matches,39.0,-0.2,0,1691.0,655.0,862.0,147.0,1541.0,91.1,93.6,94.7,68.7,613.0,816.0,101.0,1.0,4.0,1.0,9784.0,63.0,27326.0,0.2,0.2,49.0,17.0,1.0,1168.0,1015.0,219.0,0.0,1904.0,845.0,5.0,16.0,2.0,1364.0,2.0,50.0,2.0,50.0,1904.0,34.0,75.0,1.0,26,11.0,11.0,42.0,62.1,68.0,18.0,24,AC Milan
Filippo Terracciano,it ITA,"DF,FW",20.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,40.0,17.0,20.0,1.0,38.0,95.0,94.1,100.0,100.0,16.0,20.0,1.0,0.0,0.0,0.0,143.0,1.0,652.0,0.0,0.0,8.0,0.0,0.0,33.0,13.0,2.0,1.0,48.0,27.0,1.0,0.0,1.0,36.0,0.0,,0.0,,48.0,3.0,1.0,0.0,0,2.0,3.0,2.0,33.3,2.0,1.0,2,AC Milan
Francesco Camarda,it ITA,FW,15.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0,AC Milan
Ismaël Bennacer,dz ALG,MF,25.0,12.8,2,11,1,9.1,0.86,0.08,0.09,1.0,21.6,1.0,1,1,1.7,0.9,0.08,0.3,0.1,Matches,66.0,-0.5,2,818.0,414.0,286.0,68.0,711.0,86.9,93.7,87.8,60.3,388.0,251.0,41.0,3.0,17.0,11.0,2872.0,68.0,10751.0,1.6,2.5,240.0,15.0,3.0,554.0,158.0,20.0,18.0,942.0,556.0,17.0,24.0,33.0,687.0,17.0,56.7,10.0,33.3,943.0,12.0,9.0,2.0,12,11.0,8.0,29.0,50.0,41.0,11.0,19,AC Milan
Jan-Carlo Simic,rs SRB,DF,18.0,1.6,1,2,1,50.0,1.23,0.62,0.5,1.0,6.2,0.0,0,0,0.6,0.6,0.31,0.4,0.4,Matches,3.0,0.0,0,64.0,18.0,40.0,6.0,59.0,92.2,100.0,100.0,16.7,18.0,40.0,1.0,0.0,0.0,0.0,291.0,6.0,1039.0,0.0,0.0,4.0,2.0,0.0,43.0,32.0,9.0,0.0,76.0,40.0,0.0,0.0,0.0,54.0,1.0,50.0,0.0,0.0,76.0,5.0,3.0,0.0,0,0.0,1.0,1.0,,1.0,0.0,1,AC Milan
Kevin Zeroli,it ITA,MF,18.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,1.0,0.0,0,6.0,1.0,3.0,1.0,2.0,33.3,0.0,33.3,100.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,1.0,52.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,2.0,1.0,10.0,4.0,0.0,0.0,2.0,5.0,0.0,,0.0,,10.0,1.0,1.0,0.0,0,0.0,1.0,1.0,,1.0,0.0,1,AC Milan
Luka Jović,rs SRB,FW,25.0,9.7,6,22,12,54.5,2.26,1.23,0.27,0.5,11.3,0.0,0,0,4.9,4.9,0.23,1.1,1.1,Matches,12.0,0.2,1,182.0,90.0,65.0,11.0,133.0,73.1,75.6,81.5,54.5,68.0,53.0,6.0,0.0,11.0,4.0,364.0,22.0,1960.0,0.7,0.8,106.0,36.0,0.0,154.0,19.0,8.0,12.0,269.0,148.0,21.0,6.0,47.0,193.0,7.0,53.8,6.0,46.2,269.0,3.0,9.0,0.0,1,2.0,3.0,6.0,66.7,7.0,4.0,4,AC Milan
Luka Romero,ar ARG,"FW,MF",18.0,1.0,0,1,0,0.0,1.02,0.0,0.0,,9.5,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,1.0,0.0,0,39.0,22.0,13.0,0.0,33.0,84.6,90.9,84.6,,20.0,11.0,0.0,0.0,0.0,1.0,58.0,3.0,434.0,0.1,0.0,19.0,2.0,0.0,37.0,8.0,1.0,2.0,48.0,23.0,3.0,4.0,7.0,35.0,1.0,33.3,2.0,66.7,48.0,2.0,0.0,0.0,0,3.0,2.0,0.0,0.0,0.0,0.0,0,AC Milan
Malick Thiaw,de GER,DF,21.0,18.0,0,5,1,20.0,0.28,0.06,0.0,0.0,12.7,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,62.0,0.9,1,1184.0,389.0,664.0,115.0,1084.0,91.6,94.1,94.6,73.9,366.0,628.0,85.0,0.0,4.0,2.0,6291.0,70.0,20626.0,0.2,0.1,45.0,11.0,0.0,900.0,608.0,107.0,5.0,1347.0,698.0,7.0,15.0,1.0,983.0,8.0,72.7,2.0,18.2,1347.0,23.0,55.0,0.0,13,13.0,10.0,34.0,48.0,47.0,12.0,17,AC Milan
Marco Pellegrino,,DF,,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,12.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2.0,0.0,0,48.0,20.0,23.0,4.0,43.0,89.6,95.0,100.0,25.0,19.0,23.0,1.0,0.0,0.0,0.0,211.0,3.0,753.0,0.0,0.0,2.0,1.0,0.0,41.0,33.0,9.0,0.0,55.0,20.0,0.0,1.0,0.0,39.0,0.0,0.0,1.0,100.0,55.0,1.0,2.0,0.0,1,2.0,0.0,1.0,0.0,2.0,0.0,1,AC Milan
Matteo Gabbia,it ITA,DF,23.0,14.2,2,11,5,45.5,0.78,0.35,0.18,0.4,12.4,0.0,0,0,1.6,1.6,0.14,0.4,0.4,Matches,46.0,0.7,1,902.0,237.0,530.0,115.0,815.0,90.4,92.8,94.5,76.5,220.0,501.0,88.0,0.0,3.0,0.0,4946.0,42.0,16174.0,0.2,0.3,40.0,21.0,0.0,611.0,518.0,116.0,2.0,1035.0,482.0,5.0,11.0,2.0,719.0,2.0,100.0,0.0,0.0,1035.0,11.0,48.0,0.0,10,6.0,5.0,29.0,75.0,39.0,18.0,20,AC Milan
Mattia Caldara,it ITA,DF,29.0,0.4,0,1,0,0.0,2.73,0.0,0.0,,5.4,0.0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches,0.0,0.0,0,24.0,8.0,12.0,3.0,20.0,83.3,87.5,100.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,117.0,2.0,345.0,0.0,0.0,1.0,1.0,0.0,14.0,10.0,4.0,0.0,29.0,18.0,0.0,0.0,0.0,17.0,0.0,,0.0,,29.0,1.0,1.0,0.0,1,0.0,0.0,1.0,100.0,2.0,1.0,1,AC Milan
Noah Okafor,ch SUI,"FW,MF",23.0,9.9,6,22,14,63.6,2.23,1.42,0.27,0.43,13.9,0.0,0,0,3.8,3.8,0.17,2.2,2.2,Matches,3.0,0.8,2,193.0,84.0,73.0,14.0,120.0,62.2,66.7,71.2,28.6,56.0,52.0,4.0,3.0,8.0,9.0,438.0,15.0,1802.0,0.5,1.2,154.0,45.0,14.0,191.0,34.0,7.0,14.0,298.0,117.0,24.0,29.0,66.0,218.0,14.0,43.8,17.0,53.1,298.0,8.0,10.0,0.0,0,7.0,7.0,6.0,30.0,6.0,3.0,4,AC Milan
Olivier Giroud,fr FRA,FW,36.0,26.3,15,72,29,40.3,2.74,1.1,0.15,0.38,12.6,2.0,4,5,14.2,10.2,0.14,0.8,0.8,Matches,24.0,3.3,8,492.0,312.0,108.0,11.0,338.0,68.7,73.4,68.5,81.8,229.0,74.0,9.0,0.0,32.0,7.0,758.0,28.0,4151.0,2.4,4.7,319.0,129.0,4.0,323.0,69.0,30.0,14.0,727.0,346.0,59.0,9.0,95.0,506.0,3.0,27.3,6.0,54.5,732.0,14.0,22.0,0.0,6,12.0,11.0,17.0,14.3,23.0,2.0,11,AC Milan
Pierre Kalulu,fr FRA,DF,23.0,4.2,0,2,0,0.0,0.48,0.0,0.0,,11.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,17.0,-0.1,0,259.0,101.0,127.0,16.0,230.0,88.8,92.1,96.1,62.5,93.0,122.0,10.0,1.0,2.0,2.0,1103.0,19.0,3921.0,0.2,0.1,35.0,5.0,0.0,213.0,104.0,18.0,2.0,293.0,154.0,3.0,6.0,11.0,225.0,0.0,0.0,2.0,100.0,293.0,4.0,12.0,1.0,1,1.0,1.0,5.0,50.0,6.0,1.0,1,AC Milan
Rade Krunić,ba BIH,MF,29.0,7.6,0,2,0,0.0,0.26,0.0,0.0,,10.0,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,17.0,-0.5,0,431.0,209.0,179.0,23.0,388.0,90.0,93.3,89.9,82.6,195.0,161.0,19.0,0.0,5.0,2.0,1258.0,24.0,5999.0,0.3,0.5,58.0,5.0,0.0,284.0,125.0,28.0,3.0,497.0,318.0,8.0,5.0,3.0,334.0,2.0,100.0,0.0,0.0,497.0,7.0,14.0,0.0,11,5.0,4.0,10.0,44.4,21.0,4.0,8,AC Milan
Rafael Leão,pt POR,FW,24.0,27.9,9,70,24,34.3,2.51,0.86,0.13,0.38,17.1,0.0,0,0,10.0,10.0,0.14,-1.0,-1.0,Matches,65.0,-0.1,9,1032.0,487.0,370.0,101.0,760.0,73.6,81.9,77.3,56.4,399.0,286.0,57.0,17.0,59.0,62.0,3205.0,117.0,12177.0,8.1,9.1,725.0,179.0,82.0,937.0,75.0,20.0,41.0,1351.0,575.0,66.0,160.0,293.0,1127.0,77.0,50.0,61.0,39.6,1351.0,15.0,19.0,0.0,9,5.0,14.0,16.0,61.5,25.0,8.0,10,AC Milan
Ruben Loftus-Cheek,eng ENG,MF,27.0,23.0,6,40,14,35.0,1.74,0.61,0.15,0.43,16.6,0.0,0,0,3.7,3.7,0.09,2.3,2.3,Matches,50.0,-1.4,1,733.0,420.0,221.0,36.0,619.0,84.4,90.5,83.7,69.4,380.0,185.0,25.0,1.0,25.0,12.0,1765.0,74.0,8563.0,2.0,2.4,356.0,64.0,9.0,581.0,122.0,27.0,22.0,953.0,494.0,35.0,73.0,113.0,717.0,30.0,53.6,20.0,35.7,953.0,24.0,10.0,1.0,9,12.0,12.0,28.0,55.6,37.0,15.0,18,AC Milan
Samuel Chukwueze,ng NGA,FW,24.0,11.3,1,28,8,28.6,2.48,0.71,0.04,0.13,17.7,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,22.0,0.7,3,421.0,197.0,170.0,32.0,330.0,78.4,82.7,82.4,59.4,163.0,140.0,19.0,1.0,20.0,23.0,1275.0,51.0,5423.0,2.7,2.3,278.0,59.0,24.0,407.0,66.0,5.0,15.0,576.0,237.0,29.0,52.0,135.0,436.0,21.0,33.9,34.0,54.8,576.0,3.0,3.0,0.0,6,8.0,2.0,18.0,52.9,24.0,9.0,7,AC Milan
Simon Kjær,dk DEN,DF,34.0,13.0,0,6,0,0.0,0.46,0.0,0.0,,11.0,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,42.0,0.2,1,833.0,274.0,435.0,108.0,735.0,88.2,93.8,94.0,57.4,257.0,409.0,62.0,0.0,4.0,1.0,5025.0,52.0,13856.0,0.6,0.8,20.0,8.0,0.0,620.0,498.0,96.0,1.0,963.0,449.0,4.0,4.0,0.0,683.0,0.0,,0.0,,963.0,22.0,46.0,2.0,14,8.0,6.0,24.0,63.6,38.0,14.0,15,AC Milan
Theo Hernández,fr FRA,DF,25.0,31.0,5,55,16,29.1,1.77,0.52,0.07,0.25,20.7,2.0,1,2,4.9,3.4,0.06,0.1,0.6,Matches,103.0,-0.3,4,1994.0,995.0,709.0,172.0,1717.0,86.1,93.9,89.8,52.9,934.0,637.0,91.0,12.0,44.0,40.0,9027.0,166.0,26200.0,4.6,4.3,531.0,71.0,13.0,1467.0,581.0,90.0,22.0,2268.0,1191.0,30.0,115.0,124.0,1602.0,37.0,45.7,32.0,39.5,2270.0,33.0,42.0,1.0,23,11.0,20.0,30.0,50.0,53.0,11.0,17,AC Milan
Tijjani Reijnders,nl NED,MF,25.0,31.3,3,44,9,20.5,1.4,0.29,0.07,0.33,20.1,0.0,0,0,3.2,3.2,0.07,-0.2,-0.2,Matches,168.0,-0.7,3,1746.0,822.0,708.0,129.0,1575.0,90.2,94.0,93.8,71.3,773.0,664.0,92.0,6.0,50.0,37.0,6527.0,204.0,24974.0,4.1,3.7,533.0,62.0,18.0,1367.0,323.0,54.0,38.0,2022.0,1181.0,40.0,88.0,90.0,1571.0,35.0,63.6,17.0,30.9,2022.0,26.0,26.0,0.0,18,22.0,18.0,46.0,48.8,64.0,21.0,25,AC Milan
Tommaso Pobega,it ITA,MF,24.0,3.5,0,5,4,80.0,1.41,1.13,0.0,0.0,16.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,7.0,-0.2,0,132.0,58.0,45.0,18.0,103.0,78.0,81.0,93.3,55.6,47.0,42.0,10.0,0.0,1.0,1.0,547.0,11.0,1779.0,0.1,0.2,30.0,5.0,1.0,109.0,57.0,17.0,3.0,186.0,102.0,4.0,6.0,10.0,114.0,3.0,50.0,3.0,50.0,186.0,10.0,7.0,0.0,6,7.0,8.0,16.0,46.2,22.0,6.0,9,AC Milan
Yacine Adli,fr FRA,MF,23.0,15.6,1,4,1,25.0,0.26,0.06,0.25,1.0,19.8,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Matches,149.0,-0.2,2,1300.0,534.0,534.0,177.0,1125.0,86.5,91.6,91.2,67.8,489.0,487.0,120.0,6.0,22.0,16.0,6752.0,125.0,20142.0,2.0,2.2,281.0,8.0,3.0,873.0,262.0,38.0,10.0,1439.0,913.0,18.0,30.0,26.0,1053.0,22.0,68.8,8.0,25.0,1439.0,22.0,15.0,1.0,20,22.0,14.0,34.0,37.1,54.0,13.0,17,AC Milan
Yunus Musah,us USA,"MF,FW",20.0,16.4,0,14,5,35.7,0.85,0.3,0.0,0.0,20.7,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,45.0,0.8,2,666.0,352.0,232.0,41.0,566.0,85.0,92.0,86.2,65.9,324.0,200.0,27.0,4.0,14.0,15.0,2146.0,64.0,8391.0,0.7,1.2,291.0,20.0,6.0,520.0,173.0,27.0,15.0,831.0,383.0,32.0,48.0,77.0,580.0,22.0,46.8,20.0,42.6,831.0,18.0,16.0,1.0,10,7.0,14.0,25.0,53.3,35.0,8.0,14,AC Milan
Adam Marušić,me MNE,DF,30.0,34.4,1,8,3,37.5,0.23,0.09,0.13,0.33,19.9,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Matches,110.0,-0.8,0,1880.0,935.0,704.0,159.0,1560.0,83.0,90.2,82.7,56.0,843.0,582.0,89.0,11.0,10.0,24.0,9157.0,118.0,24140.0,1.1,0.8,391.0,22.0,3.0,979.0,695.0,102.0,5.0,2103.0,1028.0,24.0,35.0,108.0,1334.0,14.0,43.8,14.0,43.8,2103.0,27.0,63.0,2.0,29,22.0,20.0,45.0,55.1,74.0,27.0,31,Lazio
Alessio Romagnoli,it ITA,DF,28.0,26.8,0,11,5,45.5,0.41,0.19,0.0,0.0,12.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,82.0,-0.6,0,1759.0,703.0,849.0,153.0,1604.0,91.2,95.3,94.7,62.7,670.0,804.0,96.0,1.0,6.0,5.0,9970.0,87.0,27365.0,0.6,0.6,36.0,18.0,0.0,981.0,973.0,276.0,0.0,1995.0,992.0,9.0,7.0,2.0,1347.0,0.0,0.0,1.0,100.0,1995.0,29.0,115.0,0.0,29,8.0,12.0,25.0,66.7,54.0,16.0,18,Lazio
Ciro Immobile,it ITA,FW,33.0,18.4,7,45,19,42.2,2.45,1.04,0.07,0.16,13.5,0.0,4,4,9.7,6.6,0.15,-2.7,-3.6,Matches,12.0,-1.1,1,461.0,268.0,119.0,21.0,338.0,73.3,78.7,77.3,61.9,211.0,92.0,13.0,0.0,17.0,12.0,668.0,39.0,4444.0,1.3,2.1,350.0,115.0,14.0,327.0,44.0,14.0,14.0,651.0,267.0,52.0,19.0,123.0,499.0,8.0,29.6,19.0,70.4,655.0,9.0,11.0,0.0,5,11.0,6.0,11.0,21.4,16.0,3.0,9,Lazio
Daichi Kamada,jp JPN,MF,26.0,17.2,2,29,8,27.6,1.69,0.47,0.07,0.25,20.7,0.0,0,0,1.8,1.8,0.06,0.2,0.2,Matches,70.0,-0.8,2,921.0,461.0,346.0,71.0,810.0,87.9,91.5,92.5,71.8,422.0,320.0,51.0,1.0,24.0,13.0,2683.0,96.0,13045.0,2.1,2.8,316.0,57.0,18.0,627.0,171.0,19.0,15.0,1109.0,629.0,25.0,40.0,78.0,847.0,14.0,60.9,7.0,30.4,1109.0,24.0,7.0,0.0,18,24.0,19.0,53.0,53.8,71.0,28.0,36,Lazio
Danilo Cataldi,it ITA,MF,28.0,15.1,1,12,2,16.7,0.79,0.13,0.08,0.5,27.8,0.0,0,0,0.4,0.4,0.03,0.6,0.6,Matches,79.0,-0.8,0,932.0,452.0,347.0,94.0,800.0,85.8,93.1,89.0,51.1,421.0,309.0,48.0,2.0,11.0,8.0,3512.0,69.0,12545.0,0.9,0.8,139.0,0.0,0.0,491.0,219.0,42.0,6.0,1040.0,691.0,9.0,9.0,7.0,719.0,6.0,75.0,2.0,25.0,1040.0,15.0,19.0,1.0,17,10.0,8.0,24.0,44.4,41.0,8.0,12,Lazio
Elseid Hysaj,al ALB,DF,29.0,13.3,0,2,1,50.0,0.15,0.08,0.0,0.0,18.1,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,46.0,-0.4,0,850.0,438.0,291.0,78.0,713.0,83.9,91.3,85.2,52.6,400.0,248.0,41.0,5.0,9.0,10.0,4236.0,51.0,10858.0,1.0,0.4,166.0,8.0,1.0,483.0,310.0,45.0,8.0,967.0,496.0,12.0,27.0,41.0,619.0,2.0,25.0,6.0,75.0,967.0,16.0,31.0,0.0,17,9.0,10.0,24.0,62.5,41.0,15.0,14,Lazio
Felipe Anderson,br BRA,"FW,MF",30.0,30.8,5,43,11,25.6,1.4,0.36,0.12,0.45,17.3,1.0,0,0,4.4,4.4,0.1,0.6,0.6,Matches,66.0,-0.3,6,1336.0,690.0,411.0,96.0,1012.0,75.7,87.1,77.9,49.0,601.0,320.0,47.0,4.0,42.0,50.0,3827.0,126.0,14375.0,4.7,6.3,742.0,93.0,26.0,897.0,252.0,43.0,32.0,1756.0,792.0,65.0,108.0,226.0,1304.0,43.0,40.2,54.0,50.5,1756.0,45.0,23.0,0.0,27,56.0,42.0,78.0,37.8,105.0,34.0,45,Lazio
Gustav Isaksen,dk DEN,FW,22.0,11.9,3,23,9,39.1,1.93,0.75,0.13,0.33,20.0,3.0,0,0,1.6,1.6,0.07,1.4,1.4,Matches,8.0,-1.6,1,328.0,143.0,110.0,38.0,218.0,66.5,84.6,66.4,28.9,121.0,73.0,11.0,4.0,19.0,11.0,676.0,21.0,3100.0,2.0,2.6,253.0,51.0,14.0,293.0,53.0,6.0,19.0,464.0,169.0,38.0,36.0,95.0,348.0,15.0,34.9,23.0,53.5,464.0,11.0,4.0,0.0,4,8.0,10.0,4.0,11.1,8.0,1.0,3,Lazio
Luca Pellegrini,it ITA,DF,24.0,8.7,1,7,1,14.3,0.8,0.11,0.14,1.0,26.6,1.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches,29.0,-0.3,0,515.0,227.0,177.0,64.0,372.0,72.2,86.3,77.4,31.3,196.0,137.0,20.0,0.0,2.0,7.0,2051.0,46.0,5643.0,0.3,0.3,150.0,7.0,2.0,292.0,197.0,20.0,6.0,613.0,275.0,10.0,18.0,30.0,351.0,14.0,50.0,12.0,42.9,613.0,7.0,20.0,0.0,9,8.0,4.0,18.0,52.9,27.0,9.0,13,Lazio
Luis Alberto,es ESP,MF,30.0,25.7,5,56,15,26.8,2.18,0.58,0.09,0.33,22.0,4.0,0,0,4.7,4.7,0.08,0.3,0.3,Matches,172.0,2.3,7,1679.0,797.0,538.0,239.0,1303.0,77.6,89.2,82.2,43.5,711.0,442.0,104.0,4.0,64.0,48.0,6568.0,212.0,20459.0,4.8,4.7,690.0,61.0,10.0,1018.0,231.0,23.0,24.0,1904.0,1004.0,33.0,83.0,124.0,1383.0,25.0,55.6,16.0,35.6,1904.0,34.0,13.0,0.0,7,38.0,30.0,35.0,28.3,42.0,15.0,20,Lazio
Manuel Lazzari,it ITA,DF,29.0,18.6,0,8,2,25.0,0.43,0.11,0.0,0.0,22.1,0.0,0,0,1.0,1.0,0.13,-1.0,-1.0,Matches,57.0,0.7,2,975.0,490.0,370.0,60.0,826.0,84.7,93.1,85.4,50.0,456.0,316.0,30.0,8.0,9.0,12.0,3791.0,62.0,12173.0,1.3,1.3,283.0,18.0,6.0,609.0,325.0,30.0,5.0,1138.0,541.0,19.0,73.0,104.0,727.0,11.0,45.8,10.0,41.7,1138.0,20.0,37.0,1.0,12,10.0,16.0,26.0,64.3,38.0,18.0,18,Lazio
Mario Gila,es ESP,DF,22.0,20.1,0,8,2,25.0,0.4,0.1,0.0,0.0,16.2,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,70.0,-0.5,0,1294.0,483.0,583.0,181.0,1161.0,89.7,94.0,93.5,74.6,454.0,545.0,135.0,3.0,7.0,10.0,7790.0,93.0,21517.0,0.8,0.5,103.0,10.0,0.0,875.0,602.0,149.0,6.0,1486.0,797.0,11.0,21.0,12.0,1035.0,9.0,60.0,4.0,26.7,1486.0,27.0,69.0,0.0,20,15.0,13.0,32.0,55.9,52.0,19.0,14,Lazio
Mattia Zaccagni,it ITA,"FW,MF",28.0,21.7,6,42,13,31.0,1.93,0.6,0.14,0.46,17.6,3.0,0,0,4.7,4.7,0.12,1.3,1.3,Matches,36.0,-1.9,1,899.0,471.0,266.0,84.0,711.0,79.1,90.9,78.2,51.2,428.0,208.0,43.0,5.0,29.0,26.0,2132.0,55.0,10281.0,3.3,2.9,571.0,79.0,30.0,781.0,129.0,19.0,38.0,1164.0,492.0,48.0,88.0,209.0,910.0,54.0,47.4,37.0,32.5,1164.0,26.0,15.0,0.0,21,12.0,24.0,27.0,42.9,48.0,9.0,16,Lazio
Mattéo Guendouzi,fr FRA,MF,24.0,26.3,2,26,6,23.1,0.99,0.23,0.08,0.33,19.2,0.0,0,0,1.6,1.6,0.06,0.4,0.4,Matches,105.0,0.7,3,1119.0,509.0,432.0,107.0,926.0,82.8,91.7,84.0,66.4,467.0,363.0,71.0,8.0,23.0,29.0,3632.0,119.0,15130.0,2.4,2.3,337.0,44.0,4.0,722.0,246.0,39.0,13.0,1323.0,754.0,25.0,46.0,79.0,975.0,7.0,31.8,13.0,59.1,1323.0,24.0,24.0,1.0,21,28.0,18.0,34.0,42.9,55.0,21.0,15,Lazio
Matías Vecino,uy URU,MF,31.0,12.8,6,33,11,33.3,2.58,0.86,0.18,0.55,15.7,0.0,0,0,3.7,3.7,0.11,2.3,2.3,Matches,68.0,0.6,1,750.0,366.0,287.0,61.0,621.0,82.8,88.0,87.8,59.0,322.0,252.0,36.0,0.0,7.0,10.0,2963.0,74.0,9893.0,1.2,0.4,183.0,42.0,2.0,453.0,177.0,28.0,1.0,909.0,555.0,19.0,16.0,43.0,663.0,10.0,71.4,4.0,28.6,909.0,17.0,21.0,0.0,12,11.0,12.0,32.0,64.5,44.0,20.0,17,Lazio
Nicolò Casale,it ITA,DF,25.0,17.3,0,7,1,14.3,0.4,0.06,0.0,0.0,16.4,0.0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches,66.0,0.0,0,1024.0,383.0,519.0,102.0,940.0,91.8,94.0,94.2,79.4,360.0,489.0,81.0,0.0,2.0,1.0,5880.0,49.0,17305.0,0.2,0.0,32.0,8.0,1.0,646.0,515.0,144.0,1.0,1155.0,615.0,2.0,20.0,4.0,808.0,2.0,50.0,0.0,0.0,1155.0,19.0,61.0,0.0,12,9.0,3.0,15.0,40.0,27.0,6.0,9,Lazio
Nicolò Rovella,it ITA,MF,21.0,14.6,0,5,1,20.0,0.34,0.07,0.0,0.0,26.4,1.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,68.0,1.5,2,976.0,437.0,381.0,104.0,851.0,87.2,94.3,92.1,63.5,412.0,351.0,66.0,0.0,10.0,5.0,3415.0,56.0,14115.0,0.6,0.5,131.0,3.0,1.0,575.0,316.0,49.0,11.0,1157.0,723.0,18.0,21.0,11.0,787.0,10.0,55.6,7.0,38.9,1157.0,27.0,29.0,0.0,23,20.0,21.0,46.0,44.4,69.0,16.0,28,Lazio
Patric,es ESP,DF,30.0,17.9,2,6,2,33.3,0.34,0.11,0.33,1.0,19.5,0.0,0,0,1.4,1.4,0.23,0.6,0.6,Matches,65.0,-0.2,0,1199.0,389.0,542.0,242.0,1051.0,87.7,95.1,93.0,66.1,370.0,504.0,160.0,1.0,4.0,6.0,7423.0,72.0,20688.0,0.3,0.2,55.0,7.0,0.0,791.0,593.0,109.0,0.0,1295.0,651.0,4.0,3.0,12.0,983.0,0.0,,0.0,,1295.0,15.0,44.0,0.0,6,10.0,6.0,13.0,44.4,19.0,8.0,8,Lazio
